Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
NDVI_season_max_Low,TMEAN_10_MediumImpact | GPP_6_MediumImpact,0.084,0.4772727272727273,2.435064935064936,1.3946280991735542,mixed,geo_temp | satellite,climate | satellite,NDVI_season_max,TMEAN_10 | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,NDVI_7_PositiveImpact | EVI_season_max_PositiveImpact,0.318,0.6883116883116883,1.6870384517443342,1.3934499419602553,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_7 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_season_std_MediumImpact | GPP_6_MediumImpact,0.1,0.4385964912280702,2.642147537518495,1.3906039671149977,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_season_std | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_7_High,NDVI_season_mean_HighPositiveImpact,0.076,0.4691358024691358,2.469135802469136,1.3900320073159578,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_7,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_7_Medium,VPDMIN_11_PositiveImpact,0.072,0.6666666666666666,1.736111111111111,1.3888888888888886,mixed,geo_temp | satellite,climate,NDVI_season_max | NDVI_7,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | field_capacity_MediumImpact,0.28,0.6060606060606061,1.905850962454736,1.386073427239808,mixed,satellite,geo_temp | satellite | soil,NDVI_8,NDVI_season_max | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | NDVI_7_High,Y_MediumImpact,0.266,0.7471910112359551,1.543783081066023,1.3842010097648163,mixed,geo_temp | satellite,geo_temp,NDVI_season_max | NDVI_7,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | organic_matter_High,TMEAN_11_MediumImpact,0.096,0.7058823529411764,1.6339869281045751,1.3840830449826986,mixed,geo_temp | soil,climate,X | organic_matter,TMEAN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | GPP_8_High,TMEAN_11_HighPositiveImpact,0.092,0.4893617021276595,2.3527004909983638,1.3815858202458473,mixed,satellite | soil,climate,organic_matter | GPP_8,TMEAN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_7_PositiveImpact | NDVI_season_max_PositiveImpact,0.258,0.5584415584415584,2.0530939648586704,1.3758395920351607,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_7 | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,organic_matter_NegativeImpact | GPP_6_MediumImpact,0.084,0.4516129032258065,2.537151141718014,1.3749722316407302,mixed,satellite,satellite | soil,NDVI_8,organic_matter | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_season_max_Medium,saturated_hc_PositiveImpact,0.08,0.5555555555555556,2.05761316872428,1.3717421124828533,mixed,geo_temp | satellite | soil,soil,organic_matter | NDVI_season_max,saturated_hc,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_High,GPP_9_PositiveImpact,0.086,0.7543859649122806,1.5148312548439369,1.3713209254376688,mixed,satellite | soil,satellite,organic_matter | NDVI_8,GPP_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | organic_matter_Medium,GPP_9_PositiveImpact,0.086,0.7543859649122806,1.5148312548439369,1.3713209254376688,mixed,geo_temp | soil,satellite,X | organic_matter,GPP_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,year_HighNegativeImpact | VPDMIN_11_NegativeImpact,0.08,0.4301075268817204,2.654984733837781,1.3703147013356285,mixed,satellite,climate | geo_temp,NDVI_8,year | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,NDVI_season_std_MediumImpact | TMIN_9_MediumImpact,0.078,0.4431818181818182,2.576638477801269,1.3703031904670389,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,NDVI_season_std | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low | X_Low,TMIN_9_MediumImpact,0.088,0.6567164179104477,1.7373450209271102,1.369131598581364,mixed,geo_temp | satellite,climate,NDVI_8 | X,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | TMIN_season_std_MediumImpact,0.098,0.5568181818181819,2.047125668449198,1.367852151191055,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,GPP_7 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Medium | organic_matter_High,NDVI_8_MediumImpact,0.09,0.6818181818181818,1.6711229946524064,1.3672824501701506,mixed,satellite | soil,satellite,NDVI_7 | organic_matter,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | X_Low,organic_matter_NegativeImpact,0.08,0.6451612903225806,1.7627357659086902,1.3646986574776956,mixed,geo_temp | satellite,soil,NDVI_7 | X,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,VPDMIN_8_MediumImpact | GPP_6_MediumImpact,0.086,0.4886363636363636,2.326839826839827,1.364374262101535,mixed,geo_temp | satellite,climate | satellite,NDVI_season_max,VPDMIN_8 | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High | organic_matter_Medium,NDVI_7_PositiveImpact,0.13,0.7222222222222223,1.570048309178744,1.360708534621578,mixed,satellite | soil,satellite,NDVI_8 | organic_matter,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,year_HighNegativeImpact,0.114,0.6477272727272728,1.7506142506142508,1.3607047129774406,mixed,geo_temp | satellite,geo_temp,NDVI_season_max,year,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
X_Medium | NDVI_8_High,NDVI_season_std_NegativeImpact,0.104,0.5714285714285714,1.984126984126984,1.3605442176870748,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMEAN_10_MediumImpact | NDVI_season_mean_MediumImpact,0.084,0.4516129032258065,2.508960573476702,1.3596947624002775,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMEAN_10 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_8_Medium,NDVI_7_MediumImpact,0.08,0.6349206349206349,1.7834849295523452,1.3588456606113104,mixed,geo_temp | satellite,satellite,X | NDVI_8,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,organic_matter_NegativeImpact | GPP_5_MediumImpact,0.078,0.4431818181818182,2.547021943573668,1.3545525790823598,mixed,geo_temp | satellite,satellite | soil,NDVI_season_max,organic_matter | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | organic_matter_Medium,NDVI_9_PositiveImpact,0.076,0.6666666666666666,1.692047377326565,1.3536379018612517,mixed,geo_temp | soil,satellite,X | organic_matter,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | organic_matter_Medium,NDVI_9_PositiveImpact,0.12,0.6666666666666666,1.692047377326565,1.3536379018612517,mixed,satellite | soil,satellite,NDVI_8 | organic_matter,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | NDVI_7_High,NDVI_season_max_PositiveImpact,0.26,0.6632653061224489,1.7006802721088434,1.353602665556018,mixed,satellite,geo_temp | satellite,GPP_8 | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_8_Low,VPDMIN_11_NegativeImpact,0.088,0.5714285714285714,1.9704433497536944,1.351161154116819,mixed,geo_temp | satellite,climate,NDVI_season_max | NDVI_8,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | X_Low,TMIN_9_MediumImpact,0.09,0.6521739130434782,1.725327812284334,1.350256548744261,mixed,geo_temp | satellite,climate,NDVI_season_max | X,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | year_HighNegativeImpact,0.112,0.6363636363636365,1.767676767676768,1.3498622589531684,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max,TMIN_season_std | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_8_High,NDVI_7_PositiveImpact,0.082,0.7192982456140351,1.5636918382913807,1.3497129551567706,mixed,satellite | soil,satellite,organic_matter | NDVI_8,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | X_High,GPP_9_PositiveImpact,0.232,0.7483870967741936,1.502785334887939,1.3495981846219425,mixed,geo_temp | satellite,satellite,GPP_8 | X,GPP_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,GPP_6_HighPositiveImpact | EVI_season_max_PositiveImpact,0.204,0.4951456310679611,2.271310234256702,1.3495552071505843,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_6 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_7_High,EVI_season_std_PositiveImpact,0.076,0.4810126582278481,2.33501290401868,1.347804916750023,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_7,EVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low | X_Low,wilting_point_MediumImpact,0.084,0.6268656716417911,1.7910447761194033,1.3472933838271333,mixed,geo_temp | satellite,soil,NDVI_8 | X,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,NDVI_season_max_PositiveImpact | field_capacity_MediumImpact,0.246,0.5970873786407768,1.8776332661659647,1.3453333499325069,mixed,satellite,geo_temp | satellite | soil,NDVI_7,NDVI_season_max | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,TMIN_9_MediumImpact | GPP_5_MediumImpact,0.082,0.4659090909090909,2.401593252108716,1.342708954588055,mixed,geo_temp | satellite,climate | satellite,NDVI_season_max,TMIN_9 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | X_High,saturated_hc_MediumImpact,0.126,0.5675675675675675,1.970720720720721,1.3422205989773557,mixed,geo_temp | satellite,soil,NDVI_season_max | X,saturated_hc,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_7_High,NDVI_season_max_PositiveImpact,0.272,0.6601941747572816,1.692805576300722,1.3410964565644556,mixed,geo_temp | satellite,geo_temp | satellite,year | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,NDVI_season_max_PositiveImpact,0.272,0.6601941747572816,1.692805576300722,1.3410964565644556,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_max,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low,organic_matter_NegativeImpact | VPDMIN_11_NegativeImpact,0.078,0.4431818181818182,2.5180785123966944,1.339159936138242,mixed,geo_temp | satellite,climate | soil,NDVI_season_max,organic_matter | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_Medium,NDVI_9_PositiveImpact,0.122,0.6630434782608695,1.6828514676671815,1.3389644286221485,mixed,geo_temp | satellite | soil,satellite,NDVI_season_max | organic_matter,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,Y_MediumImpact | field_capacity_MediumImpact,0.28,0.679611650485437,1.6415740349889785,1.3387594071754778,mixed,satellite,geo_temp | soil,NDVI_7,Y | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Low | NDVI_season_max_Medium,EVI_4_NegativeImpact,0.068,0.7083333333333334,1.5740740740740742,1.3379629629629632,mixed,geo_temp | satellite,satellite,X | NDVI_season_max,EVI_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Low | NDVI_8_Medium,EVI_4_NegativeImpact,0.068,0.7083333333333334,1.5740740740740742,1.3379629629629632,mixed,geo_temp | satellite,satellite,X | NDVI_8,EVI_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,GPP_7_MediumImpact,0.1,0.5681818181818182,1.9592476489028217,1.3358506697064694,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact,0.1,0.5681818181818182,1.9592476489028217,1.3358506697064694,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_7,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
organic_matter_High | NDVI_7_High,NDVI_8_PositiveImpact,0.094,0.5949367088607594,1.8708701536501868,1.3356591983021586,mixed,satellite | soil,satellite,organic_matter | NDVI_7,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,Y_PositiveImpact | GPP_6_MediumImpact,0.098,0.4298245614035088,2.589304586768125,1.3355360500172435,mixed,satellite,geo_temp | satellite,NDVI_7,Y | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,VPDMIN_season_std_MediumImpact | EVI_season_max_PositiveImpact,0.324,0.7012987012987013,1.5866486454721749,1.3352575613843758,mixed,satellite,climate | geo_temp | satellite,NDVI_8,VPDMIN_season_std | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | GPP_8_High,NDVI_season_max_PositiveImpact,0.166,0.6587301587301587,1.689051689051689,1.335155144678954,mixed,geo_temp | satellite,geo_temp | satellite,X | GPP_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | X_High,NDVI_season_mean_HighPositiveImpact,0.102,0.4594594594594594,2.418207681365576,1.333282072969128,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | X,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | X_Low,organic_matter_NegativeImpact,0.088,0.6376811594202898,1.7422982497822126,1.3332369215724755,mixed,geo_temp | satellite,soil,NDVI_season_max | X,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_9_MediumImpact,0.114,0.6477272727272728,1.7135642135642135,1.3319067296340026,mixed,geo_temp | satellite,climate,NDVI_season_max,TMIN_9,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,TMIN_9_MediumImpact,0.114,0.6477272727272728,1.7135642135642135,1.3319067296340026,mixed,geo_temp | satellite,climate,NDVI_season_max | year,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low,TMIN_season_std_MediumImpact | wilting_point_NegativeImpact,0.21,0.6907894736842105,1.6064871481028151,1.3316932938220705,mixed,soil,climate | geo_temp | soil,organic_matter,TMIN_season_std | wilting_point,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low | X_Low,VPDMIN_11_NegativeImpact,0.076,0.5671641791044776,1.9557385486361296,1.3310698181762315,mixed,geo_temp | satellite,climate,NDVI_8 | X,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | NDVI_season_max_Medium,NDVI_8_MediumImpact,0.156,0.6724137931034483,1.6480730223123734,1.329824438693432,mixed,geo_temp | satellite,satellite,GPP_8 | NDVI_season_max,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_8_Low,organic_matter_NegativeImpact,0.098,0.6363636363636364,1.738698460009935,1.3277333694621325,mixed,geo_temp | satellite,soil,NDVI_season_max | NDVI_8,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | year_High,Y_PositiveImpact,0.13,0.5701754385964912,1.93937224012412,1.3269389011375556,mixed,geo_temp | satellite,geo_temp,NDVI_7 | year,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,GPP_7_MediumImpact | organic_matter_NegativeImpact,0.1,0.4385964912280702,2.520669489816496,1.3266681525349977,mixed,satellite,satellite | soil,NDVI_7,GPP_7 | organic_matter,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact,0.342,0.7125000000000001,1.5489130434782612,1.3243206521739137,mixed,geo_temp | satellite,satellite,NDVI_season_max,NDVI_7,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_High | year_High,NDVI_7_PositiveImpact,0.342,0.7125000000000001,1.5489130434782612,1.3243206521739137,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_8_Medium,NDVI_9_MediumImpact,0.088,0.6984126984126984,1.5801192271780506,1.324290399920652,mixed,geo_temp | satellite,satellite,X | NDVI_8,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | TMIN_9_MediumImpact,0.11,0.625,1.765536723163842,1.3241525423728813,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max,TMIN_season_std | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | X_Low,VPDMIN_11_NegativeImpact,0.078,0.5652173913043478,1.949025487256372,1.321947721791278,mixed,geo_temp | satellite,climate,NDVI_season_max | X,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,PPT_season_mean_MediumImpact | NDVI_season_mean_MediumImpact,0.08,0.4301075268817204,2.560163850486431,1.3213748905736418,mixed,satellite,climate | geo_temp | satellite,NDVI_8,PPT_season_mean | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
GPP_8_High | organic_matter_High,NDVI_season_mean_NegativeImpact,0.19,0.6551724137931035,1.679929266136163,1.320771974755328,mixed,satellite | soil,geo_temp | satellite,GPP_8 | organic_matter,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_Medium,VPDMIN_8_MediumImpact | GPP_9_MediumImpact,0.09,0.4736842105263157,2.321981424148607,1.319863125305524,mixed,satellite,climate | satellite,GPP_8,VPDMIN_8 | GPP_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,TMIN_season_std_MediumImpact | NDVI_season_max_PositiveImpact,0.262,0.6359223300970874,1.7280498100464332,1.3186865540742685,mixed,satellite,climate | geo_temp | satellite,NDVI_7,TMIN_season_std | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,GPP_6_HighPositiveImpact | VPDMIN_season_std_MediumImpact,0.196,0.4757281553398059,2.3093599773776985,1.318353074464162,mixed,satellite,climate | geo_temp | satellite,NDVI_7,GPP_6 | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_season_max_Medium,NDVI_8_MediumImpact,0.23,0.6686046511627908,1.6387368901048796,1.3148005281074036,mixed,geo_temp | satellite,satellite,year | NDVI_season_max,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Medium,NDVI_8_MediumImpact,0.23,0.6686046511627908,1.6387368901048796,1.3148005281074036,mixed,geo_temp | satellite,satellite,NDVI_season_max,NDVI_8,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
organic_matter_Low | year_High,wilting_point_NegativeImpact,0.21,0.6907894736842105,1.584379526798648,1.3133672393199318,mixed,geo_temp | soil,soil,organic_matter | year,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_8_Medium,NDVI_season_max_MediumImpact,0.068,0.4533333333333333,2.411347517730497,1.3117730496453903,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | VPDMAX_4_MediumImpact,0.266,0.5757575757575758,1.893939393939394,1.3085399449035815,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_season_max | VPDMAX_4,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_7_High,TMEAN_1_MediumImpact,0.108,0.6666666666666666,1.6339869281045751,1.30718954248366,mixed,geo_temp | satellite,climate,X | NDVI_7,TMEAN_1,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | NDVI_7_High,field_capacity_MediumImpact,0.326,0.9261363636363638,1.4075020723956897,1.30353885113919,mixed,satellite,geo_temp | soil,NDVI_8 | NDVI_7,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_Medium,NDVI_7_PositiveImpact,0.13,0.7065217391304348,1.5359168241965973,1.302190350949289,mixed,geo_temp | satellite | soil,satellite,NDVI_season_max | organic_matter,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | NDVI_8_Medium,NDVI_season_max_MediumImpact,0.112,0.4516129032258064,2.40219629375429,1.3018354108087764,mixed,satellite,geo_temp | satellite,GPP_8 | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | organic_matter_Medium,cec_PositiveImpact,0.088,0.6470588235294117,1.676318195672051,1.301611775463004,mixed,geo_temp | soil,soil,X | organic_matter,cec,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | GPP_5_MediumImpact,0.076,0.4318181818181818,2.510570824524313,1.3009321545262351,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_7 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,PPT_season_mean_MediumImpact | GPP_6_MediumImpact,0.09,0.4838709677419354,2.240143369175627,1.3007284079084285,mixed,satellite,climate | geo_temp | satellite,NDVI_8,PPT_season_mean | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Low,TMIN_season_std_MediumImpact | GPP_5_MediumImpact,0.178,0.5933333333333334,1.820040899795501,1.2958691206543966,mixed,geo_temp,climate | geo_temp | satellite,X,TMIN_season_std | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_8_Low,VPDMIN_11_NegativeImpact,0.104,0.5591397849462365,1.92806822395254,1.2936715825229943,mixed,geo_temp | satellite,climate,year | NDVI_8,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,EVI_season_std_MediumImpact | GPP_5_MediumImpact,0.088,0.5,2.155172413793103,1.293103448275862,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,EVI_season_std | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | year_HighNegativeImpact,0.142,0.6228070175438596,1.7300194931773878,1.2929619370062582,mixed,satellite,climate | geo_temp,NDVI_7,TMIN_season_std | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_7_High,VPDMIN_11_MediumImpact,0.088,0.5569620253164557,1.9338959212376932,1.2925279068525342,mixed,satellite | soil,climate,organic_matter | NDVI_7,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,PPT_season_mean_MediumImpact | NDVI_season_max_PositiveImpact,0.266,0.5757575757575758,1.869342778433688,1.2915459196450934,mixed,satellite,climate | geo_temp | satellite,NDVI_8,PPT_season_mean | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | X_Low,NDVI_season_std_MediumImpact,0.072,0.6206896551724137,1.7337699865151222,1.2913597140940216,mixed,geo_temp | soil,geo_temp | satellite,organic_matter | X,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,GPP_6_MediumImpact | TMIN_9_MediumImpact,0.08,0.4301075268817204,2.5006251562890727,1.2906452419556504,mixed,satellite,climate | satellite,NDVI_8,GPP_6 | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_8_High,TMEAN_11_MediumImpact,0.124,0.6813186813186813,1.5771265771265772,1.2894309597606302,mixed,geo_temp | satellite,climate,X | NDVI_8,TMEAN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | VPDMIN_11_NegativeImpact,0.102,0.5483870967741935,1.9585253456221197,1.2888360338932656,mixed,satellite,climate | geo_temp,NDVI_8,TMIN_season_std | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low | X_Low,organic_matter_NegativeImpact,0.084,0.6268656716417911,1.7127477367262052,1.288395312402996,mixed,geo_temp | satellite,soil,NDVI_8 | X,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
